"","source","source_id","source_site_name","site_name","latitude","longitude","phase","phase_description","phase_code","age_start","age_end","taxon_source","n","prop","reference","taxon_detail","taxon","genus","family","category","founder_crop","edibility","grass_type","legume_type"
"1631","ORIGINS","13455–13543","Ganj Dareh Tepe","Ganj Dareh",34.25,47.5,"Phase E (basal)","Dates loosely based on 'phases' model using OxCal for all non-red dates in CONTEXT database","GADT E",10150,9150,"Vicia",2,0.00289435600578871,"VZeistSmithetal84","Vicia sp.","Vicia sp. (indet.)","Vicia","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"1632","ORIGINS","13531–13531","Ganj Dareh Tepe","Ganj Dareh",34.25,47.5,"Phase E (basal)","Dates loosely based on 'phases' model using OxCal for all non-red dates in CONTEXT database","GADT E",10150,9150,"Ziziphora",1,0.00144717800289435,"VZeistSmithetal84","Ziziphora sp.","Ziziphora spp. (incl. tenuir)","Ziziphora","Lamiaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"1633","ORIGINS","16437–16437","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Aegilops",1,0.00497512437810945,"KislevEtal04","Aegilops sp.","Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)","Aegilops","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1634","ORIGINS","16438–16449","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Avena",3,0.0149253731343283,"KislevEtal04","Avena sp.","Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)","Avena","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1635","ORIGINS","16439–16439","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Brachypodium distachyon",1,0.00497512437810945,"KislevEtal04","Brachypodium distachyon","Brachypodium distachyon","Brachypodium","Poaceae","Grasses",NA,NA,"Small/medium-seeded",NA
"1636","ORIGINS","16441–16441","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Brassicaceae",27,0.134328358208955,"KislevEtal04",NA,"Brassicaceae indet. (edible)",NA,"Brassicaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"1637","ORIGINS","16440–16440","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Bromus",1,0.00497512437810945,"KislevEtal04","Bromus sp.","Bromus spp. (incl. arvensis, danthoniae, diandrus, hordeaceus, secalinus, sterilis, tectorum)","Bromus","Poaceae","Grasses",NA,NA,"Small/medium-seeded",NA
"1638","ORIGINS","16450–16450","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Erodium",1,0.00497512437810945,"KislevEtal04","Erodium sp.","Erodium spp. (incl. ciconium, gruinum)","Erodium","Geraniaceae","Wild plants",NA,NA,NA,NA
"1639","ORIGINS","16442–16451","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Ficus carica",36,0.17910447761194,"KislevEtal04","Ficus carica","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1640","ORIGINS","16443–16443","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Hordeum spontaneum",1,0.00497512437810945,"KislevEtal04","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1641","ORIGINS","16444–16452","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Lupinus angustifolius",4,0.0199004975124378,"KislevEtal04","Lupinus angustifolius","Lupinus spp. (incl. albus, angustifolius, pilosus)","Lupinus","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"1642","ORIGINS","16445–16445","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Malva",2,0.0099502487562189,"KislevEtal04","Malva sp.","Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)","Malva","Malvaceae","Wild plants",NA,NA,NA,NA
"1643","ORIGINS","16453–16453","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Pistacia atlantica/palaestina",1,0.00497512437810945,"KislevEtal04","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1644","ORIGINS","16454–16454","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Ruppia cirrhosa/maritima",1,0.00497512437810945,"KislevEtal04","Ruppia sp.","Ruppia sp.","Ruppia","Ruppiaceae","Wild plants",NA,NA,NA,NA
"1645","ORIGINS","16447–16456","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Vicia",3,0.0149253731343283,"KislevEtal04","Vicia sp.","Vicia sp. (indet.)","Vicia","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"1646","ORIGINS","16455–16455","Gesher","Gesher",32.6,35.55,"PPNA",NA,"GESH PPNA",11505,11218,"Vicia peregrina",1,0.00497512437810945,"KislevEtal04","Vicia peregrina","Vicia peregrina","Vicia","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"1647","ORIGINS","5834–9299","Gilgal","Gilgal I",31.98,35.45,"PPNA","Dates summarised from Boaretto 2010 Gilgal 14C paper","GILG PPNA",11250,11206,"Avena sterilis",121000,0.31758530183727,"WeissEtal06","Avena sterilis","Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)","Avena","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1648","ORIGINS","5833–9300","Gilgal","Gilgal I",31.98,35.45,"PPNA","Dates summarised from Boaretto 2010 Gilgal 14C paper","GILG PPNA",11250,11206,"Hordeum spontaneum",260000,0.68241469816273,"WeissEtal06","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1649","ORIGINS","2124–2124","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Aegilops",1,0.01,"Neef03","Aegilops sp.","Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)","Aegilops","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1650","ORIGINS","2125–2125","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Bellevalia",1,0.01,"Neef03","Bellevalia sp.","Bellevalia sp.","Bellevalia","Asparagaceae","Wild plants",NA,NA,NA,NA
"1651","ORIGINS","2127–2127","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Galium",2,0.02,"Neef03","Galium sp.","Galium spp. (incl. aparine, mollugo, spurium, tricornotum, verrucosum)","Galium","Rubiaceae","Wild plants",NA,NA,NA,NA
"1652","ORIGINS","2120–2120","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Hordeum spontaneum",16,0.16,"Neef03","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1653","ORIGINS","2121–2121","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Lens",1,0.01,"Neef03","Lens sp.","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"1654","ORIGINS","2122–2122","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Pistacia",17,0.17,"Neef03","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1655","ORIGINS","2123–2123","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Prunus",14,0.14,"Neef03","Prunus sp.","Prunus spp. (indeter)","Prunus","Rosaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1656","ORIGINS","2116–2118","Göbekli Tepe","Göbekli Tepe",37.22,38.92,"PPNA/EPPNB","Dates are for early and middle PPNB as per Atlas des Sites","GOTE PPNA/E-PPNB",10750,9550,"Triticum boeoticum/urartu",20,0.2,"Neef03","Triticum sp.","Triticum spp. (incl. boeoticum/monococcum)","Triticum","Poaceae","Grasses","einkorn wheat","Edible seed/fruit","Large/medium-seeded",NA
"1657","ORIGINS","3771–3771","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Adonis flammea",4,0.000402374006639171,"Helbaek70","Adonis flammea","Adonis spp. (incl. aestivalis, annua, dentata, flammea, microcarpa)","Adonis","Ranunculaceae","Wild plants",NA,NA,NA,NA
"1658","ORIGINS","3772–3772","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Buglossoides arvensis",2,0.000201187003319586,"Helbaek70","Buglossoides arvensis","Buglossoides spp. (incl. arvensis, tenuiflora)","Buglossoides","Boraginaceae","Wild plants",NA,NA,NA,NA
"1659","ORIGINS","3768–3798","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Capparis spinosa",5,0.000502967508298964,"Helbaek70","Capparis spinosa","Capparis spp. (incl. spinosa)","Capparis","Capparaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1660","ORIGINS","3769–3769","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Chenopodium album",3,0.000301780504979378,"Helbaek70","Chenopodium album","Chenopodium spp. (incl. album, glaucum, murale, rubrum)","Chenopodium","Chenopodiaceae","Wild plants",NA,NA,NA,NA
"1661","ORIGINS","3782–3782","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Cicer",1,0.000100593501659793,"Helbaek70","Cicer sp.","Cicer spp. (incl. arietinum)","Cicer","Fabaceae","Pulses","chickpea","Edible seed/fruit",NA,"Large/medium-seeded"
"1662","ORIGINS","3802–3802","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Cicer arietinum",1,0.000100593501659793,"Helbaek70","Cicer arietinum","Cicer spp. (incl. arietinum)","Cicer","Fabaceae","Pulses","chickpea","Edible seed/fruit",NA,"Large/medium-seeded"
"1663","ORIGINS","3755–3775","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Hordeum vulgare",3190,0.320893270294739,"Helbaek70","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1664","ORIGINS","3764–3794","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Hordeum vulgare hexastichum",165,0.0165979277738658,"Helbaek70","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1665","ORIGINS","3756–3795","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Lens culinaris",65,0.00653857760788653,"Helbaek70","Lens culinaris","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"1666","ORIGINS","3799–3799","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Pistacia atlantica",2,0.000201187003319586,"Helbaek70","Pistacia atlantica","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1667","ORIGINS","3752–3796","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Pisum elatius",1595,0.160446635147369,"Helbaek70","Pisum elatius","Pisum spp. (incl. elatius, sativum)","Pisum","Fabaceae","Pulses","pea","Edible seed/fruit",NA,"Large/medium-seeded"
"1668","ORIGINS","3800–3800","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Silene",1,0.000100593501659793,"Helbaek70","Silene sp.","Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)","Silene","Caryophillaceae","Wild plants",NA,NA,NA,NA
"1669","ORIGINS","3770–3770","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Silene dichotoma",154,0.0154913992556081,"Helbaek70","Silene dichotoma","Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)","Silene","Caryophillaceae","Wild plants",NA,NA,NA,NA
"1670","ORIGINS","3783–3783","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Trigonella noeana",2,0.000201187003319586,"Helbaek70","Trigonella noeana","Trigonella spp. (incl. arabica, astroites, noeana, sibthorpii)","Trigonella","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"1671","ORIGINS","3751–3751","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Triticum",210,0.0211246353485565,"Helbaek70","Triticum sp.","Triticum spp. (indeter.)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1672","ORIGINS","3759–3788","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Triticum monococcum",4490,0.45166482245247,"Helbaek70","Triticum monococcum","Triticum spp. (incl. boeoticum/monococcum)","Triticum","Poaceae","Grasses","einkorn wheat","Edible seed/fruit","Large/medium-seeded",NA
"1673","ORIGINS","3801–3801","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Vaccaria segetalis",1,0.000100593501659793,"Helbaek70","Vaccaria segetalis","Vaccaria spp. (incl. pyramidata, segetalis)","Vaccaria","Caryophillaceae","Wild plants",NA,NA,NA,NA
"1674","ORIGINS","3753–3797","Hacilar","Hacilar",37.57,30.07,"Late Neolithic",NA,"HACI L-N",7750,7350,"Vicia ervilia",50,0.00502967508298963,"Helbaek70","Vicia ervilia","Vicia ervilia","Vicia","Fabaceae","Pulses","bitter vetch","Edible seed/fruit",NA,"Large/medium-seeded"
"1675","ORIGINS","3745–3745","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Buglossoides arvensis",2,0.021978021978022,"Helbaek70","Buglossoides arvensis","Buglossoides spp. (incl. arvensis, tenuiflora)","Buglossoides","Boraginaceae","Wild plants",NA,NA,NA,NA
"1676","ORIGINS","3742–3742","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Chenopodium album",1,0.010989010989011,"Helbaek70","Chenopodium album","Chenopodium spp. (incl. album, glaucum, murale, rubrum)","Chenopodium","Chenopodiaceae","Wild plants",NA,NA,NA,NA
"1677","ORIGINS","3744–3744","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Heliotropium suaveolens",1,0.010989010989011,"Helbaek70","Heliotropium suaveolens","Heliotropium spp. (incl. europaeum, persicum, rotundifolium, suaveolens)","Heliotropium","Boraginaceae","Wild plants",NA,NA,NA,NA
"1678","ORIGINS","3739–3749","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Hordeum spontaneum",1,0.010989010989011,"Helbaek70","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1679","ORIGINS","3750–3750","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Hordeum vulgare hexastichum",1,0.010989010989011,"Helbaek70","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1680","ORIGINS","3741–3741","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Lens",3,0.032967032967033,"Helbaek70","Lens sp.","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"1681","ORIGINS","3743–3743","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Malva nicaeensis",15,0.164835164835165,"Helbaek70","Malva nicaeensis","Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)","Malva","Malvaceae","Wild plants",NA,NA,NA,NA
"1682","ORIGINS","3738–3747","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Triticum dicoccum",24,0.263736263736264,"Helbaek70","Triticum dicoccum","Triticum spp. (incl. dicoccoides/dicoccum)","Triticum","Poaceae","Grasses","emmer wheat","Edible seed/fruit","Large/medium-seeded",NA
"1683","ORIGINS","3748–3748","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Triticum monococcum/boeoticum",42,0.461538461538462,"Helbaek70","Triticum sp.","Triticum spp. (incl. boeoticum/monococcum)","Triticum","Poaceae","Grasses","einkorn wheat","Edible seed/fruit","Large/medium-seeded",NA
"1684","ORIGINS","3746–3746","Hacilar","Hacilar",37.57,30.07,"middle PPNB","Dates are SD range of single 14C date in 'Atlas des Sites' for Hacilar Periode 3","HACI M-PPNB",10232,9418,"Verbena officinalis",1,0.010989010989011,"Helbaek70","Verbena officinalis","Verbena spp. (incl. officinalis)","Verbena","Verbenaceae","Wild plants",NA,NA,NA,NA
"1685","ORIGINS","9410–9410","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Amygdaloideae",1,0.00110375275938189,"Willcox96",NA,"Amygdalus spp. (incl. communis, korshinskyi, webii)",NA,"Rosaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1686","ORIGINS","9409–9409","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Ficus carica",5,0.00551876379690949,"Willcox96","Ficus carica","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1687","ORIGINS","9336–9336","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Hordeum spontaneum",2,0.00220750551876379,"Willcox96","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1688","ORIGINS","9335–9335","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Hordeum vulgare/spontaneum",113,0.124724061810155,"Willcox96","Hordeum sp.","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1689","ORIGINS","9349–9349","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Lens orientalis/culinaris",57,0.0629139072847682,"Willcox96","Lens sp.","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"1690","ORIGINS","9352–9352","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Pistacia atlantica/terebinthus",1,0.00110375275938189,"Willcox96","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1691","ORIGINS","9407–9407","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Stipa",1,0.00110375275938189,"Willcox96","Stipa sp.","Stipa spp. (incl. capensis, gigantea)","Stipa","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1692","ORIGINS","9339–9404","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Triticum",496,0.547461368653422,"Willcox96","Triticum sp.","Triticum spp. (indeter.)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1693","ORIGINS","9402–9402","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Triticum boeoticum aegilopoides",3,0.00331125827814569,"Willcox96","Triticum boeoticum","Triticum spp. (incl. boeoticum/monococcum)","Triticum","Poaceae","Grasses","einkorn wheat","Edible seed/fruit","Large/medium-seeded",NA
"1694","ORIGINS","9401–9401","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Triticum boeoticum/diccocoides/monococcum/dicoccum",11,0.0121412803532009,"Willcox96","Triticum sp.","Triticum spp. (indeter. founder)","Triticum","Poaceae","Grasses","wheat","Edible seed/fruit","Large/medium-seeded",NA
"1695","ORIGINS","9403–9403","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Triticum dicoccoides/dicoccum",163,0.179911699779249,"Willcox96","Triticum sp.","Triticum spp. (incl. dicoccoides/dicoccum)","Triticum","Poaceae","Grasses","emmer wheat","Edible seed/fruit","Large/medium-seeded",NA
"1696","ORIGINS","9406–9406","Halula","Halula",36.43,38.18,"middle PPNB","Date range estimated from 14C date","HALU M-PPNB",9921,9532,"Vicia faba",1,0.00110375275938189,"Willcox96","Vicia faba","Vicia faba","Vicia","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"1697","ORIGINS","2111–2111","Hayonim Cave","Hayonim Cave",32.93,35.18,"Epipalaeolithic","Date of Natufian period acrroding to Hopf & Bar-Yosef 1987, supported by two 14C AMS dates","HAYC Epip",12250,10950,"Hordeum spontaneum",2,1,"HopfBarYosef87","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1698","ORIGINS","417–417","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Aegilops",4,0.00587371512481644,"Colledge2001","Aegilops sp.","Aegilops spp. (incl. crassa, kotschyi, peregrina, speltoides, umbellulata)","Aegilops","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"1699","ORIGINS","216–425","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Amygdaloideae",11,0.0161527165932452,"Colledge2001",NA,"Amygdalus spp. (incl. communis, korshinskyi, webii)",NA,"Rosaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1700","ORIGINS","402–402","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Brassicaceae",1,0.00146842878120411,"Colledge2001",NA,"Brassicaceae indet. (edible)",NA,"Brassicaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"1701","ORIGINS","418–418","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Bromus",1,0.00146842878120411,"Colledge2001","Bromus sp.","Bromus spp. (incl. arvensis, danthoniae, diandrus, hordeaceus, secalinus, sterilis, tectorum)","Bromus","Poaceae","Grasses",NA,NA,"Small/medium-seeded",NA
"1702","ORIGINS","404–404","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Colutea",1,0.00146842878120411,"Colledge2001","Colutea sp.","Colutea sp.","Colutea","Fabaceae","Pulses",NA,NA,NA,"Large/medium-seeded"
"1703","ORIGINS","215–424","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Ficus",103,0.151248164464024,"Colledge2001","Ficus sp.","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"1704","ORIGINS","408–408","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Galium",1,0.00146842878120411,"Colledge2001","Galium sp.","Galium spp. (incl. aparine, mollugo, spurium, tricornotum, verrucosum)","Galium","Rubiaceae","Wild plants",NA,NA,NA,NA
"1705","ORIGINS","390–412","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Hordeum spontaneum",9,0.013215859030837,"Colledge2001","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1706","ORIGINS","414–414","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Hordeum vulgare",4,0.00587371512481644,"Colledge2001","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"1707","ORIGINS","220–413","Iraq ed-Dubb","Iraq ed-Dubb",32.32,35.67,"Late Natufian","Dates estimated from Colledge 2001 Fig3.2","IEDU L-Natufian",13250,12250,"Hordeum vulgare/spontaneum",19,0.0279001468428781,"Colledge2001","Hordeum sp.","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
